60;Знаю, потому что работал / заключал сделки с данным инструментом<hint>Опыт работы в российской и (или) иностранной организации, которая совершала операции (работала) с данным видом финансового инструмента, а также в рамках индивидуального предпринимательства (иных форм организации деятельности), в том числе в профессиональном участнике рынка ценных бумаг, и (или) опыт совершения операций с данным видом финансового инструмента в собственных интересах (интересах третьих лиц), в том числе с участием профессионального участника рынка ценных бумаг. При этом имеется в  виду любой финансовый инструмент, относящийся к данному виду (данной группе) тестируемых финансовых инструментов.</hint>;;0;required
60;Знаю, потому что получил профессиональную консультацию<hint>Консультация инвестиционного советника, консультация сотрудника профессионального участника рынка ценных бумаг, кредитной организации, в том числе в ходе предложения финансового инструмента.</hint>;;0;required
61;До настоящего времени сделок не было<hint>В случае выбора ответа «а» на вопрос № 2 на данный вопрос (вопрос № 3) можно не отвечать.</hint>;;0;required
61;Не более 1 года;;0;required
61;1 год и более;;0;required
62;За последний год сделок не было;;0;required
62;Менее 10 сделок;;0;required
62;10 или более сделок;;0;required
63;Не имею конкретных знаний об инструменте;;0;required
63;Знаю, поскольку изучал<hint>Знания, полученные в школе, в высшем учебном заведении, на курсах, самообразование и т.д.</hint>;;0;required
63;Знаю, потому что работал / заключал сделки с данным инструментом<hint>Опыт работы в российской и (или) иностранной организации, которая совершала операции (работала) с данным видом финансового инструмента, а также в рамках индивидуального предпринимательства (иных форм организации деятельности), в том числе в профессиональном участнике рынка ценных бумаг, и (или) опыт совершения операций с данным видом финансового инструмента в собственных интересах (интересах третьих лиц), в том числе с участием профессионального участника рынка ценных бумаг. При этом имеется в  виду любой финансовый инструмент, относящийся к данному виду (данной группе) тестируемых финансовых инструментов.</hint>;;0;required
63;Знаю, потому что получил профессиональную консультацию<hint>Консультация инвестиционного советника, консультация сотрудника профессионального участника рынка ценных бумаг, кредитной организации, в том числе в ходе предложения финансового инструмента.</hint>;;0;required
64;До настоящего времени сделок не было<hint>В случае выбора ответа «а» на вопрос № 2 на данный вопрос (вопрос № 3) можно не отвечать.</hint>;;0;required
64;Не более 1 года;;0;required
64;1 год и более;;0;required
65;За последний год сделок не было;;0;required
65;Менее 10 сделок;;0;required
65;10 или более сделок;;0;required
66;Не имею конкретных знаний об инструменте;;0;required
66;Знаю, поскольку изучал<hint>Знания, полученные в школе, в высшем учебном заведении, на курсах, самообразование и т.д.</hint>;;0;required
66;Знаю, потому что работал / заключал сделки с данным инструментом<hint>Опыт работы в российской и (или) иностранной организации, которая совершала операции (работала) с данным видом финансового инструмента, а также в рамках индивидуального предпринимательства (иных форм организации деятельности), в том числе в профессиональном участнике рынка ценных бумаг, и (или) опыт совершения операций с данным видом финансового инструмента в собственных интересах (интересах третьих лиц), в том числе с участием профессионального участника рынка ценных бумаг. При этом имеется в  виду любой финансовый инструмент, относящийся к данному виду (данной группе) тестируемых финансовых инструментов.</hint>;;0;required
66;Знаю, потому что получил профессиональную консультацию<hint>Консультация инвестиционного советника, консультация сотрудника профессионального участника рынка ценных бумаг, кредитной организации, в том числе в ходе предложения финансового инструмента.</hint>;;0;required
67;до настоящего времени сделок не было<hint>В случае выбора ответа «а» на вопрос № 2 на данный вопрос (вопрос № 3) можно не отвечать.</hint>;;0;required
67;Не более 1 года;;0;required
67;1 год и более;;0;required
68;За последний год сделок не было;;0;required
68;Менее 10 сделок;;0;required
68;10 или более сделок;;0;required
69;Не имею конкретных знаний об инструменте;;0;required
69;Знаю, поскольку изучал<hint>Знания, полученные в школе, в высшем учебном заведении, на курсах, самообразование и т.д.</hint>;;0;required
69;Знаю, потому что работал / заключал сделки с данным инструментом<hint>Опыт работы в российской и (или) иностранной организации, которая совершала операции (работала) с данным видом финансового инструмента, а также в рамках индивидуального предпринимательства (иных форм организации деятельности), в том числе в профессиональном участнике рынка ценных бумаг, и (или) опыт совершения операций с данным видом финансового инструмента в собственных интересах (интересах третьих лиц), в том числе с участием профессионального участника рынка ценных бумаг. При этом имеется в  виду любой финансовый инструмент, относящийся к данному виду (данной группе) тестируемых финансовых инструментов.</hint>;;0;required
69;Знаю, потому что получил профессиональную консультацию<hint>Консультация инвестиционного советника, консультация сотрудника профессионального участника рынка ценных бумаг, кредитной организации, в том числе в ходе предложения финансового инструмента.</hint>;;0;required
70;До настоящего времени сделок не было<hint>В случае выбора ответа «а» на вопрос № 2 на данный вопрос (вопрос № 3) можно не отвечать.</hint>;;0;required
70;Не более 1 года;;0;required
70;1 год и более;;0;required
71;За последний год сделок не было;;0;required
71;Менее 10 сделок;;0;required
71;10 или более сделок;;0;required
72;Не имею конкретных знаний об инструменте;;0;required
72;Знаю, поскольку изучал<hint>Знания, полученные в школе, в высшем учебном заведении, на курсах, самообразование и т.д.</hint>;;0;required
72;Знаю, потому что работал / заключал сделки с данным инструментом<hint>Опыт работы в российской и (или) иностранной организации, которая совершала операции (работала) с данным видом финансового инструмента, а также в рамках индивидуального предпринимательства (иных форм организации деятельности), в том числе в профессиональном участнике рынка ценных бумаг, и (или) опыт совершения операций с данным видом финансового инструмента в собственных интересах (интересах третьих лиц), в том числе с участием профессионального участника рынка ценных бумаг. При этом имеется в  виду любой финансовый инструмент, относящийся к данному виду (данной группе) тестируемых финансовых инструментов.</hint>;;0;required
72;Знаю, потому что получил профессиональную консультацию<hint>Консультация инвестиционного советника, консультация сотрудника профессионального участника рынка ценных бумаг, кредитной организации, в том числе в ходе предложения финансового инструмента.</hint>;;0;required
73;До настоящего времени сделок не было<hint>В случае выбора ответа «а» на вопрос № 2 на данный вопрос (вопрос № 3) можно не отвечать.</hint>;;0;required
73;Не более 1 года;;0;required
73;1 год и более;;0;required
74;За последний год сделок не было;;0;required
74;Менее 10 сделок;;0;required
74;10 или более сделок;;0;required
75;Не имею конкретных знаний об инструменте;;0;required
75;Знаю, поскольку изучал<hint>Знания, полученные в школе, в высшем учебном заведении, на курсах, самообразование и т.д.</hint>;;0;required
75;Знаю, потому что работал / заключал сделки с данным инструментом<hint>Опыт работы в российской и (или) иностранной организации, которая совершала операции (работала) с данным видом финансового инструмента, а также в рамках индивидуального предпринимательства (иных форм организации деятельности), в том числе в профессиональном участнике рынка ценных бумаг, и (или) опыт совершения операций с данным видом финансового инструмента в собственных интересах (интересах третьих лиц), в том числе с участием профессионального участника рынка ценных бумаг. При этом имеется в  виду любой финансовый инструмент, относящийся к данному виду (данной группе) тестируемых финансовых инструментов.</hint>;;0;required
75;Знаю, потому что получил профессиональную консультацию<hint>Консультация инвестиционного советника, консультация сотрудника профессионального участника рынка ценных бумаг, кредитной организации, в том числе в ходе предложения финансового инструмента.</hint>;;0;required
76;До настоящего времени сделок не было<hint>В случае выбора ответа «а» на вопрос № 2 на данный вопрос (вопрос № 3) можно не отвечать.</hint>;;0;required
76;Не более 1 года;;0;required
76;1 год и более;;0;required
77;За последний год сделок не было;;0;required
77;Менее 10 сделок;;0;required
77;10 или более сделок;;0;required
10;Не имею конкретных знаний о необеспеченных сделках;;0;required
10;Знаю, поскольку изучал<hint>Знания, полученные в школе, в высшем учебном заведении, на курсах, самообразование и т.д.</hint>;;0;required
10;Знаю, потому что имею опыт работы с такими сделками / заключения таких сделок<hint>Опыт работы в российской и (или) иностранной организации, которая совершала операции (работала) с необеспеченными сделками, а также в рамках  индивидуального предпринимательства (иных форм организации деятельности), в том числе в профессиональном участнике рынка ценных бумаг, и (или) опыт заключения таких сделок в собственных интересах (интересах третьих лиц), в том числе с участием профессионального участника рынка ценных бумаг.</hint>;;0;required
10;Знаю, потому что получил профессиональную консультацию<hint>Консультация инвестиционного советника, консультация сотрудника профессионального участника рынка ценных бумаг, кредитной организации, в том числе в ходе предложения заключить необеспеченную сделку.</hint>;;0;required
11;До настоящего времени необеспеченных сделок не было<hint>В случае выбора ответа «а» на вопрос № 2 на данный вопрос (вопрос № 3) можно не отвечать.</hint>;;0;required
11;Не более 1 года;;0;required
11;1 год и более;;0;required
12;За последний год таких сделок не было;;0;required
12;Менее 10 сделок;;0;required
12;10 или более сделок;;0;required
13;Не имею конкретных знаний о договорах репо;;0;required
13;Знаю, поскольку изучал<hint>Знания, полученные в школе, в высшем учебном заведении, на курсах, самообразование и т.д.</hint>;;0;required
13;Знаю, потому что работал с договорами репо / заключал договоры репо<hint>Опыт работы в российской и (или) иностранной организации, которая заключала договоры репо (работала с договорами репо), а также в рамках индивидуального предпринимательства (иных форм организации деятельности), в том числе в профессиональном участнике рынка ценных бумаг, и (или) опыт заключения договоров репо в собственных интересах (интересах третьих лиц), в том числе с участием профессионального участника рынка ценных бумаг.</hint>;;0;required
13;Знаю, потому что получил профессиональную консультацию<hint>Консультация инвестиционного советника, консультация сотрудника профессионального участника рынка ценных бумаг, кредитной организации, в том числе в ходе предложения заключить договор репо.</hint>;;0;required
14;До настоящего времени договоров репо не заключал<hint>В случае выбора ответа «а» на вопрос № 2 на данный вопрос (вопрос № 3) можно не отвечать.</hint>;;0;required
14;Не более 1 года;;0;required
14;1 год и более;;0;required
15;За последний договоров репо не заключал;;0;required
15;Менее 10 сделок;;0;required
15;10 или более сделок;;0;required
16;Верный ответ на вопрос 16;1;0;enabled
16;Ни один из ответов не является правильным;0;1;enabled
16;Текст одного из ответов 16;0;0;enabled
16;Еще текст одного ответа 16;0;0;enabled
16;Ответ на 16 вопрос;0;0;enabled
16;Текст одного из ответов 28;0;0;enabled
16;Какой-то ответ на вопрос;0;1;required
17;Верный ответ на вопрос 17;1;0;enabled
17;Ни один из ответов не является правильным;0;1;required
17;Текст одного из ответов 17;0;0;enabled
17;Еще текст одного ответа 17;0;0;enabled
17;Текст ответа на 17 вопрос;0;0;enabled
18;Больше, чем при торговле только на собственные средства;0;0;enabled
18;Аналогичен размеру при торговле только на собственные средства;0;0;enabled
18;Меньше, чем при торговле только на собственные средства;0;0;enabled
18;Не зависит от того, совершаете ли Вы маржинальные / необеспеченные сделки;0;0;enabled
18;Может быть как больше, так и меньше, чем при торговле только на собственные средства;0;0;enabled
18;Верный ответ на вопрос 18;1;0;enabled
18;Ни один из ответов не является правильным;0;1;required
19;Верный ответ на вопрос 19;1;0;enabled
19;Ни один из ответов не является правильным;0;1;required
19;Текст одного из ответов 19;0;0;enabled
19;Еще текст одного ответа 19;0;0;enabled
19;Текст ответа на 20 вопрос;0;0;enabled
20;Верный ответ на вопрос 20;1;0;enabled
20;Ни один из ответов не является правильным;0;1;required
20;Текст одного из ответов 20;0;0;enabled
20;Еще текст одного ответа 20;0;0;enabled
20;Текст ответа на 20 вопрос;0;0;enabled
21;Текст ответа на вопрос;0;0;enabled
21;Верный ответ;1;0;enabled
21;Текст одного ответа;0;0;enabled
21;Еще текст одного ответа;0;0;enabled
21;Ни один из ответов не является правильным;0;1;required
22;Текст ответа на вопрос;0;0;enabled
22;Верный ответ;1;0;enabled
22;Текст одного ответа;0;0;enabled
22;Еще текст одного ответа;0;0;enabled
22;Ни один из ответов не является правильным;0;1;required
23;брокер потребует от Вас внести дополнительное обеспечение Вы либо брокер закроете Вашу позицию, но баланс Вашего счёта может стать отрицательным;0;0;enabled
23;Фьючерсный контракт становится внебиржевым, какие-либо действия от Вас при этом не требуются;0;0;enabled
23;Фьючерсный контракт переходит к брокеру, Вы не несете по нему ответственности;0;0;enabled
23;Фьючерсный контракт прекращается автоматически при изменении цены акций более, чем на 20 %;0;0;enabled
23;Срок фьючерсного контракта продлевается на период до достижения ценой акций уровня, соответствующего цене на дату заключения такого контракта;0;0;enabled
23;Верный ответ;1;0;enabled
23;Ни один из ответов не является правильным;0;1;required
24;Текст ответа на вопрос;0;0;enabled
24;Верный ответ;1;0;enabled
24;Текст одного ответа;0;0;enabled
24;Еще текст одного ответа;0;0;enabled
24;Ни один из ответов не является правильным;0;1;required
25;Текст ответа на вопрос;0;0;enabled
25;Верный ответ;1;0;enabled
25;Текст одного ответа;0;0;enabled
25;Еще текст одного ответа;0;0;enabled
25;Ни один из ответов не является правильным;0;1;required
26;Текст ответа на вопрос;0;0;enabled
26;Верный ответ;1;0;enabled
26;Текст одного ответа;0;0;enabled
26;Еще текст одного ответа;0;0;enabled
26;Ни один из ответов не является правильным;0;1;required
27;Верный ответ;1;0;enabled
27;Ни один из ответов не является правильным;0;1;required
27;При неисполнении покупателем своих обязательств по договору репо;0;0;enabled
27;При погашении ценных бумаг;0;0;enabled
27;При увеличении цены ценных бумаг, преданных покупателю по договору репо, на дату исполнения второй части договора репо;0;0;enabled
28;Верный ответ;1;0;enabled
28;Ни один из ответов не является правильным;0;1;required
28;При неисполнении покупателем своих обязательств по договору репо;0;0;enabled
28;При погашении ценных бумаг;0;0;enabled
28;при увеличении цены ценных бумаг, преданных покупателю по договору репо, на дату исполнения второй части договора репо;0;0;enabled
29;Верный ответ;1;0;enabled
29;Ни один из ответов не является правильным;0;1;required
29;При неисполнении покупателем своих обязательств по договору репо;0;0;enabled
29;При погашении ценных бумаг;0;0;enabled
29;При увеличении цены ценных бумаг, преданных покупателю по договору репо, на дату исполнения второй части договора репо;0;0;enabled
30;Верный ответ;1;0;enabled
30;Ни один из ответов не является правильным;0;1;required
30;Риск ненадлежащего исполнения эмитентом обязательств при погашении структурной облигации;0;0;enabled
30;Риск изменения рыночной стоимости актива, влияющего на размер выплат по структурной облигации;0;0;enabled
30;Риск наступления кредитного события*, указанного в условиях структурной облигации, влияющего на размер выплат по структурной облигации;0;0;enabled
30;Риск изменения рыночной капитализации эмитента;0;0;enabled
30;Риск изменения суверенного рейтинга страны эмитента;0;0;enabled
31;Верный ответ;1;0;enabled
31;Ни один из ответов не является правильным;0;1;required
31;При неисполнении покупателем своих обязательств по договору репо;0;0;enabled
31;При погашении ценных бумаг;0;0;enabled
31;При увеличении цены ценных бумаг, преданных покупателю по договору репо, на дату исполнения второй части договора репо;0;0;enabled
32;Ни один из ответов не является правильным;0;1;required
32;Текст ответа на вопрос;0;0;enabled
32;Верный ответ;1;0;enabled
32;Текст одного ответа;0;0;enabled
32;Еще текст одного ответа;0;0;enabled
33;Ни один из ответов не является правильным;0;1;required
33;Текст ответа на вопрос;0;0;enabled
33;Верный ответ;1;0;enabled
33;Текст одного ответа;0;0;enabled
33;Еще текст одного ответа;0;0;enabled
34;Ни один из ответов не является правильным;0;1;required
34;Текст ответа на вопрос;0;0;enabled
34;Верный ответ;1;0;enabled
34;Текст одного ответа;0;0;enabled
34;Еще текст одного ответа;0;0;enabled
35;Ни один из ответов не является правильным;0;1;required
35;Текст ответа на вопрос;0;0;enabled
35;Верный ответ;1;0;enabled
35;Текст одного ответа;0;0;enabled
35;Еще текст одного ответа;0;0;enabled
36;Ни один из ответов не является правильным;0;1;required
36;Текст ответа на вопрос;0;0;enabled
36;Верный ответ;1;0;enabled
36;Текст одного ответа;0;0;enabled
36;Еще текст одного ответа;0;0;enabled
37;Ни один из ответов не является правильным;0;1;required
37;Текст ответа на вопрос;0;0;enabled
37;Верный ответ;1;0;enabled
37;Текст одного ответа;0;0;enabled
37;Еще текст одного ответа;0;0;enabled
38;Ни один из ответов не является правильным;0;1;required
38;Текст ответа на вопрос;0;0;enabled
38;Верный ответ;1;0;enabled
38;Текст одного ответа;0;0;enabled
38;Еще текст одного ответа;0;0;enabled
39;Ни один из ответов не является правильным;0;1;required
39;Текст ответа на вопрос;0;0;enabled
39;Верный ответ;1;0;enabled
39;Текст одного ответа;0;0;enabled
39;Еще текст одного ответа;0;0;enabled
40;Ни один из ответов не является правильным;0;1;required
40;Текст ответа на вопрос;0;0;enabled
40;Верный ответ;1;0;enabled
40;Текст одного ответа;0;0;enabled
40;Еще текст одного ответа;0;0;enabled
41;Ни один из ответов не является правильным;0;1;required
41;Текст ответа на вопрос;0;0;enabled
41;Верный ответ;1;0;enabled
41;Текст одного ответа;0;0;enabled
41;Еще текст одного ответа;0;0;enabled
42;Ни один из ответов не является правильным;0;1;required
42;Текст ответа на вопрос;0;0;enabled
42;Верный ответ;1;0;enabled
42;Текст одного ответа;0;0;enabled
42;Еще текст одного ответа;0;0;enabled
43;Ни один из ответов не является правильным;0;1;required
43;Текст ответа на вопрос;0;0;enabled
43;Верный ответ;1;0;enabled
43;Текст одного ответа;0;0;enabled
43;Еще текст одного ответа;0;0;enabled
44;Ни один из ответов не является правильным;0;1;required
44;Текст ответа на вопрос;0;0;enabled
44;Верный ответ;1;0;enabled
44;Текст одного ответа;0;0;enabled
44;Еще текст одного ответа;0;0;enabled
45;Ни один из ответов не является правильным;0;1;required
45;Верный ответ;1;0;enabled
45;Риск ненадлежащего исполнения эмитентом обязательств при погашении и (или) выплате купонного дохода по облигации со структурным доходом;0;0;enabled
45;Риск неполучения купонного дохода, на который рассчитывал инвестор, в случае изменения в неблагоприятную сторону рыночной стоимости активов и (или) значений финансовых показателей, от которых зависит размер купонного дохода по облигации со структурным доходом;0;0;enabled
45;риск получения убытков от продажи облигации со структурным доходом на бирже или на внебиржевом рынке ниже цены ее приобретения;0;0;enabled
45;Риск получения убытков при погашении облигации со структурным доходом в виде разницы между ценой первичного приобретения такой облигации и суммой, выплаченной эмитентом при ее погашении;0;0;enabled
45;Риск банкротства эмитента облигации со структурным доходом;0;0;enabled
46;Ни один из ответов не является правильным;0;1;required
46;Текст ответа на вопрос;0;0;enabled
46;Верный ответ;1;0;enabled
46;Текст одного ответа;0;0;enabled
46;Еще текст одного ответа;0;0;enabled
47;Ни один из ответов не является правильным;0;1;required
47;Текст ответа на вопрос;0;0;enabled
47;Верный ответ;1;0;enabled
47;Текст одного ответа;0;0;enabled
47;Еще текст одного ответа;0;0;enabled
48;Ни один из ответов не является правильным;0;1;required
48;Текст ответа на вопрос;0;0;enabled
48;Верный ответ;1;0;enabled
48;Текст одного ответа;0;0;enabled
48;Еще текст одного ответа;0;0;enabled
49;Ни один из ответов не является правильным;0;1;required
49;Текст ответа на вопрос;0;0;enabled
49;Верный ответ;1;0;enabled
49;Текст одного ответа;0;0;enabled
49;Еще текст одного ответа;0;0;enabled
50;Цены на акции, не включенные в котировальные списки, как правило более волатильны (изменчивы);0;0;enabled
50;Цены на акции, не включенные в котировальные списки, как правило, менее волатильны (изменчивы);0;0;enabled
50;Количество сделок с акциями, не включенными в котировальные списки, в течение дня как правило меньше;0;0;enabled
50;Количество сделок с акциями, не включенными в котировальные списки, в течение дня как правило больше;0;0;enabled
50;Верный ответ;1;0;enabled
50;Ни один из ответов не является правильным;0;0;required
51;Акция, не включенная в котировальный список биржи, как правило менее ликвидна, чем акция, включенная в котировальный список;0;0;enabled
51;Акция, не включенная в котировальный список биржи, как правило стоит дешевле, чем акция, включенная в котировальный список;0;0;enabled
51;По акции, не включенной в котировальный список эмитент не обязан выплачивать дивиденды, в отличие от акции, включенной в котировальный список;0;0;enabled
51;Инвестиционный налоговый вычет, предоставляемый по истечении трех лет владения ценными бумагами, распространяется только на акции, включенные в котировальные списки;0;0;enabled
51;Верный ответ;1;0;enabled
51;Ни один из ответов не является правильным;0;1;required
52;Ни один из ответов не является правильным;0;1;required
52;Текст ответа на вопрос;0;0;enabled
52;Верный ответ;1;0;enabled
52;Текст одного ответа;0;0;enabled
52;Еще текст одного ответа;0;0;enabled
53;риск неожиданного изменения иностранным государством законодательства, регулирующего обращение акций иностранных эмитентов, в неблагоприятную для Вас сторону;0;0;enabled
53;риск введения иностранным государством запретительных мер в отношении российских владельцев акций иностранных эмитентов;0;0;enabled
53;риск, связанный с необходимостью защищать свои нарушенные права в иностранном суде по процедурам, установленным иностранным законодательством;0;0;enabled
53;риск обложения доходов, выплачиваемых по акциям иностранных эмитентов не только в России, но и в иностранном государстве;0;0;enabled
53;Верный ответ;1;0;enabled
53;Ни один из ответов не является правильным;0;1;required
54;Ни один из ответов не является правильным;0;1;required
54;Текст ответа на вопрос;0;0;enabled
54;Верный ответ;1;0;enabled
54;Текст одного ответа;0;0;enabled
54;Еще текст одного ответа;0;0;enabled
55;Ни один из ответов не является правильным;0;1;required
55;Текст ответа на вопрос;0;0;enabled
55;Верный ответ;1;0;enabled
55;Текст одного ответа;0;0;enabled
55;Еще текст одного ответа;0;0;enabled
56;Ни один из ответов не является правильным;0;1;required
56;Текст ответа на вопрос;0;0;enabled
56;Верный ответ;1;0;enabled
56;Текст одного ответа;0;0;enabled
56;Еще текст одного ответа;0;0;enabled
57;Ни один из ответов не является правильным;0;1;required
57;Текст ответа на вопрос;0;0;enabled
57;Верный ответ;1;0;enabled
57;Текст одного ответа;0;0;enabled
57;Еще текст одного ответа;0;0;enabled
58;Риск неожиданного изменения иностранным государством законодательства, регулирующего обращение ETF, в неблагоприятную для Вас сторону;0;0;enabled
58;Риск введения иностранным государством запретительных мер в отношении российских владельцев паев ETF;0;0;enabled
58;Риск, связанный с необходимостью защищать свои нарушенные права в иностранном суде по процедурам, установленным иностранным законодательством;0;0;enabled
58;Риск обложения доходов, выплачиваемых по ETF (в случае выплаты таких доходов) не только в России, но и в иностранном государстве;0;0;enabled
58;Верный ответ;1;0;enabled
58;Ни один из ответов не является правильным;0;1;required
59;Ни один из ответов не является правильным;0;1;required
59;Текст ответа на вопрос;0;0;enabled
59;Верный ответ;1;0;enabled
59;Текст одного ответа;0;0;enabled
59;Еще текст одного ответа;0;0;enabled
